GaiaDR3_ID,cluster,subgroup,fiducial_age_Myr,Prot,BPRP_0,G_0,e_BPRP_0,dr3_parallax_zpt_corrected,dr3_ruwe,mem_prob_hdbscan,cmd_exclude,dered_exclude,phot_exclude,phot_bp_rp_excess_factor,astrometric_excess_noise_sig,phot_bp_rp_excess_factor_t,astrometric_excess_noise_sig_t,noise_sig_detected,spec_coverage,e_Prot_true,e_Prot_imputed,mem_prob_source
3426291056370099712,M35,M35,188.0,4.922,0.3527934387924182,12.095821576772924,0.018570198459441,1.201624185120866,1.1843102,,0,0,0,1.1796657,6.470267,0.1652310802845951,2.0109307765960693,1,none,,0.089287017877704,0.97
3426291503048868352,M35,M35,188.0,9.468,1.8857217699467503,17.55955456413556,0.04018914518612,1.1372018743185512,1.1885291,0.423,0,0,0,1.3486391,3.1479933,0.2990960326117274,1.4226247072219849,1,gsp_only,,0.2699872173432232,0.423
3426296077190722816,M35,M35,188.0,7.854,1.3407800292110774,16.289808282923826,0.0486841812731102,1.34098367581746,0.9833409,,0,0,0,1.2666755,0.0,0.2363957298238996,0.0,0,gsp_only,,0.1968143422179759,0.998
3426309541911821696,M35,M35,188.0,4.978,1.876877772358172,17.69371301426295,0.051539190124401,1.2733155597024528,1.0833026,0.433,0,0,0,1.3258893,1.7969326,0.2820834410598607,1.028523325920105,1,gsp_only,,0.0910119972007462,0.433
3426312432425822592,M35,M35,188.0,0.691,0.5272208802956004,12.735123848070772,0.0200225374968303,1.183004279685923,1.0226148,0.45,0,0,0,1.1951809,0.3201241,0.1782975487762743,0.2777257263660431,1,gsp_only,,0.0032254712064278,0.45
3426335590889541888,M35,M35,188.0,8.131,1.300230185768536,16.231411656589284,0.1609866479416795,1.2455100874673144,0.8805646,0.737,0,0,0,1.2584347,0.0,0.2298686099560192,0.0,0,gsp_only,,0.2086976196976304,0.737
3425499618453642112,M35,M35,188.0,2.534,0.8718112742051086,14.653531224086755,0.0308135997495101,1.2549742012788458,0.9955099,0.551,0,0,0,1.2265389,0.0,0.2041962976751592,0.0,0,gsp_only,,0.0290468138217327,0.551
3425503157506676224,M35,M35,188.0,5.868,1.301798070921785,16.282873927257356,0.0354867787915773,1.135287080580879,1.0011597,0.638,0,0,0,1.261862,0.0,0.2325884392574128,0.0,0,gsp_only,,0.1202054514607475,0.638
3425504497536455552,M35,M35,188.0,7.721,1.178453208394863,15.962087460347572,0.0260990134873282,1.1474421741654837,1.009565,0.813,0,0,0,1.2422005,0.5334296,0.2168843986736265,0.4275068044662475,1,gsp_only,,0.1912101959802032,0.813
3425509887720061824,M35,M35,188.0,1.936,1.4879081533158436,16.735833432847944,0.1026237200078635,1.043653004518822,0.94225454,0.485,0,0,0,1.2772225,0.0,0.244687809445471,0.0,0,gsp_only,,0.0184234819847333,0.485
3425514629365823360,M35,M35,188.0,3.621,1.8122000730944288,17.619470897509697,0.1979966747738737,1.125638994163523,1.0826516,0.462,0,0,0,1.3427596,0.247308,0.2947269061527362,0.2209876328706741,1,gsp_only,,0.0531254432846743,0.462
3425514736738398208,M35,M35,188.0,7.046,1.2920221495432167,16.10325936777142,0.0314052109869908,1.1911907839420512,0.9721503,0.701,0,0,0,1.2726357,0.0,0.2410901029070744,0.0,0,gsp_only,,0.1637985976815673,0.701
3426255597119782400,M35,M35,188.0,4.787,1.2054228987070683,16.059985018837473,0.1431021835246061,1.0306787788366027,1.0560794,0.6,0,0,0,1.259309,0.0,0.2305632002526264,0.0,0,gsp_only,,0.0851842455296139,0.6
3426258552057283712,M35,M35,188.0,1.642,2.0122829926867616,18.19614513542337,0.0647344132049467,1.0172574156977976,1.0080999,0.392,0,0,0,1.357867,0.1923506,0.3059150880276048,0.1759266555309295,1,gsp_only,,0.0139438322893181,0.392
3426262473366746496,M35,M35,188.0,0.031,0.2470212268814704,11.737751535519322,0.0161923397452473,1.1677771923275446,1.0173107,,0,0,0,1.1702398,10.521493,0.1572086903506457,2.444214344024658,1,both,,1.6919564055801156e-05,0.978
3426264466231540480,M35,M35,188.0,0.031,0.4159209333479873,12.227965024386348,0.0162219745311154,1.1666225369084948,1.0152435,1.0,0,0,0,1.1834335,6.067729,0.1684199867681148,1.9555392265319824,1,gsp_only,,1.6919564055801156e-05,1.0
3426267279433183744,M35,M35,188.0,9.352,1.8656513001503208,17.581040235154,0.1818456410558,1.1586432367171473,0.98034745,0.795,0,0,0,1.328712,0.0,0.2842100418296066,0.0,0,gsp_only,,0.2644160834726079,0.795
3426267730406692736,M35,M35,188.0,2.376,0.8311727767514712,14.24880643573102,0.0174677382247361,1.1772044001243929,0.95782924,0.682,0,0,0,1.2227558,0.0,0.2011071554551725,0.0,0,both,,0.0260499361031548,0.682
3426270028212264704,M35,M35,188.0,6.625,1.1217208246585284,15.58357748560673,0.0349797067036311,1.1906795976951114,1.069168,,0,0,0,1.2516991,1.2747315,0.2245019003434813,0.8218620419502258,1,gsp_only,,0.1475889360032843,0.996
3426270852847028224,M35,M35,188.0,9.523,1.9206332834472133,17.73996491849843,0.1022010153482494,1.3555158912297698,1.0978646,,0,0,0,1.3169526,1.4802195,0.2753204207266026,0.9083470702171326,1,gsp_only,,0.2726452769729466,0.997
3426271406898625536,M35,M35,188.0,0.46,1.4099735180753563,16.527954781504736,0.0791516459242386,1.2154544053214351,1.0386734,0.915,0,0,0,1.2762873,1.1045239,0.2439553298545733,0.7440892457962036,1,gsp_only,,0.0016206476227463,0.915
3426273227964614912,M35,M35,188.0,2.515,0.7880967591902985,14.074853606782437,0.0178325929636635,1.179307371382323,0.9939674,0.695,0,0,0,1.2284622,0.0,0.2057631589354033,0.0,0,both,,0.0286793930011234,0.695
3426275633146191616,M35,M35,188.0,5.019,2.1281533713978065,18.329261705406463,0.0777076156479639,1.0492832776627283,0.9700121,0.401,0,0,0,1.3533685,0.0,0.3025966851518787,0.0,0,gsp_only,,0.0922834718023416,0.401
3426280404851671040,M35,M35,188.0,5.29,2.04463741596647,18.10494649418292,0.2750271647926462,1.2874804801950104,1.022808,0.56,0,0,0,1.368498,0.0,0.3137137644555004,0.0,0,gsp_only,,0.1008678871025548,0.56
3426281714819863424,M35,M35,188.0,5.99,1.0050132477121307,15.177014475653442,0.0548903662678704,1.2616198167358637,0.97509164,,0,0,0,1.2400203,1.2536278e-15,0.2151277303832442,1.2536278201776777e-15,0,gsp_only,,0.1244628459816701,0.997
3426282775675250304,M35,M35,188.0,7.019,1.6858108669512322,17.34558196591894,0.0596646386564612,1.3051594251160916,1.235331,,0,0,0,1.3189534,3.2607162,0.2768385394413544,1.4494372606277466,1,gsp_only,,0.1627383637277633,0.997
3426285597470247040,M35,M35,188.0,5.717,0.9768168093974592,15.08980394507166,0.0177005782667426,1.184701386100764,0.89352345,0.632,0,0,0,1.236368,0.0,0.2121780015500609,0.0,0,gsp_only,,0.1150202428747103,0.632
3426291743566999808,M35,M35,188.0,2.742,0.8251969470789451,14.387096836187135,0.0247257045797034,1.2412358205656706,0.9791553,0.786,0,0,0,1.2248406,0.0,0.2028107465725331,0.0,0,gsp_only,,0.0331930595969796,0.786
3426292911795966848,M35,M35,188.0,0.07,0.3981691016528906,12.074403798218237,0.0182317448427531,1.1730622518042615,0.9447653,,0,0,0,1.184867,2.5064073,0.1696305526125471,1.254591941833496,1,gsp_only,,6.709633909575993e-05,0.971
3426293633352801536,M35,M35,188.0,5.336,1.6423127897326304,17.06537279031246,0.084934402512896,1.2167229541890288,1.033897,0.636,0,0,0,1.3066027,0.0,0.2674304224411202,0.0,0,gsp_only,,0.1023558901382882,0.636
3426294629785093376,M35,M35,188.0,4.742,0.8535289679708775,14.497639874888671,0.0213802488321574,1.2195347956194331,0.9974898,0.747,0,0,0,1.2278296,0.0,0.2052480379591573,0.0,0,gsp_only,,0.0838342271584265,0.747
3426295694937048832,M35,M35,188.0,7.513,1.196298757545988,15.916695961752504,0.0408933173516692,1.2855550750467943,1.0012226,0.466,0,0,0,1.2544417,0.0,0.2266906434410895,0.0,0,gsp_only,,0.1825789755330804,0.466
3426296455147841536,M35,M35,188.0,8.96,1.4705458726845744,16.769037465733966,0.0797638938373825,1.125434119116953,1.0000228,,0,0,0,1.3041543,1.3549518e-15,0.2655547669724644,1.3549518071523685e-15,0,gsp_only,,0.2459426043280052,0.988
3426327516351117056,M35,M35,188.0,3.251,0.8111186325621627,14.332031576492849,0.0195406549554011,1.19532884479573,0.9835429,0.908,0,0,0,1.2180083,0.0,0.1972169671302936,0.0,0,both,,0.0442716289814631,0.908
342854392994216064,NGC752,NGC752,1288.0,14.03,1.3724628907485554,15.048027635594698,0.0157244898319592,2.291905748651246,1.0323294,0.549,0,0,0,1.2562526,0.33219233,0.228133199446893,0.286825954914093,1,gsp_only,,0.1403,0.549
342907478789972864,NGC752,NGC752,1288.0,14.9,1.3839639454876975,15.021526384236788,0.0153705895514856,2.30881694649912,1.0299447,1.0,0,0,0,1.2560606,0.48810354,0.2279803155132588,0.3975025117397308,1,none,,0.149,1.0
3450987363138025856,M37,M37,446.0,8.45072,1.1368099309137718,16.69669286244786,0.0214967886543404,0.686744036768506,1.0853599,0.56,0,0,0,1.2525307,1.5139377,0.2251660598705219,0.921850323677063,1,gsp_only,,0.2227655477743728,0.56
3450987912893856000,M37,M37,446.0,5.890381,2.0669383414894105,18.63796620105362,0.1044391389964578,0.9149412260070672,0.9661577,0.195,0,0,0,1.4117323,0.0,0.3448175432073542,0.0,0,none,,0.1209819343671973,0.195
3451012750691599744,M37,M37,446.0,0.576385,1.5778813622880168,20.0896578705696,0.1869779303546078,0.7469153849847076,0.96003664,,0,0,0,1.6694381,0.0,0.512487116943244,0.0,0,none,,0.0023733916504555,0.5
3451174207097361280,M37,M37,446.0,10.965717,1.4634743827898171,17.90147547172195,0.0536075569282804,0.8331704568321626,0.9949216,0.44,0,0,0,1.2552286,0.0,0.2273177381810149,0.0,0,gsp_only,,0.3461135792644895,0.44
3451174481975289856,M37,M37,446.0,7.172051,1.978460797613261,18.79886450560984,0.1011352179818972,1.2205449543211482,1.0118502,0.162,0,0,0,1.3117133,0.0,0.2713341741933445,0.0,0,none,,0.1687855233111098,0.162
3451177780510300800,M37,M37,446.0,2.152592,1.816773441834855,18.879533822294675,0.0877294298962559,0.4422576317174377,1.1597393,0.209,0,0,0,1.31591,4.297439,0.2745284276209844,1.6672234535217283,1,none,,0.0220430383606206,0.209
3451178776942661120,M37,M37,446.0,8.987868,1.5441767001591893,17.853554165195156,0.0451685103983409,0.7659638260787286,0.9900849,0.637,0,0,0,1.2646996,0.0,0.2348346064532891,0.0,0,gsp_only,,0.2472378270302459,0.637
